physician_id,raters_group,completed_by,rater_name,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_listens_to_patients_and_their_families_concerns_and_responds_to_them_thoroughly,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_patients_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_gender_and_socio_economic_status,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_respects_patients_confidentiality_i_e_does_not_discuss_confidential_patient_information_in_areas_where_others_can_overhear_the_conversation_like_hallways_elevators_coffee_shops_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_takes_time_to_explain_to_patients_their_medical_condition_treatment_options_methods_utilized_and_outcomes,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_healthcare_workers_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_and_gender,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_uses_respectful_language_with_other_healthcare_workers_i_e_avoids_abusive_language_offensive_comments_racial_or_ethnic_slurs_threats_of_violence_and_foul_or_rude_intimidating_language,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_responds_in_timely_fashion_to_phone_calls_and_paging_regarding_patient_care,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_arrives_on_time_to_scheduled_appointments_i_e_clinic_or_rounds_shift_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_receptive_to_the_suggestions_and_concerns_of_other_healthcare_coworkers_both_physician_and_non_physician_health_providers,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_communicates_directly_and_clearly_with_healthcare_workers_both_physician_and_non_physician_health_providers_about_patient_care,comments,fillout_date
PHYS_0e2a403e9a4c,Hospital Staff,PHYS_d7634ef86058,PHYS_a83aba1be418,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/15/23 12:20 PM
PHYS_43cdc67ea26f,Hospital Staff,PHYS_d7634ef86058,PHYS_a83aba1be418,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,D/A,06/15/23 12:22 PM
PHYS_521a6b7dc394,Hospital Staff,PHYS_d7634ef86058,PHYS_a83aba1be418,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Such an amazing character, highly professional, a role model, working with Dr. Khouzami is always a pleasure. He respects nurses &#x2F; nurses workflow. Highly cooperative. ",06/15/23 12:17 PM
PHYS_fa6a74aacd93,Hospital Staff,PHYS_c014f840f069,PHYS_4133e430fc83,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Such a talented physician with great knowledge and communication skills, he is the number 1 attending physician according to my perspective. He is the only physician who teaches us about patient cases and discusses the treatment plan with us. Proud to work with Dr Bassem.",08/08/2023 09:03
PHYS_4e77fb1f767d,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:04 PM
PHYS_e28930872332,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good,07/17/23 06:04 PM
PHYS_37dfdb6f29eb,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Great attending
Very educational",07/17/23 06:05 PM
PHYS_50ac2c9535c2,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:05 PM
PHYS_6df779828f7b,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Great attending
Role model",07/17/23 06:06 PM
PHYS_a776330d6a32,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:06 PM
PHYS_f5f4b850e183,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:11 PM
PHYS_16ccc93f11c4,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Most skillfil,07/17/23 06:19 PM
PHYS_1fb96d137a2b,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:11 PM
PHYS_40b714e94a50,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Role model
A pleasure to learn from",07/17/23 06:20 PM
PHYS_d83d142152e6,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:20 PM
PHYS_51d276f5a8d3,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:21 PM
PHYS_9ef5aa4833cc,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Best at teaching,07/17/23 06:10 PM
PHYS_cea13f9cac15,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Residents are fortunate to have her as their program director,07/17/23 06:10 PM
PHYS_4034a678d376,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:09 PM
PHYS_4aeacdb3a4a6,Medical Staff,PHYS_4e4e1ff65560,PHYS_a2369653cd41,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Great attending,07/17/23 06:09 PM
PHYS_85a5920c4590,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,D/A,07/21/23 01:53 PM
PHYS_b871429a7b4d,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:53 PM
PHYS_7e91f7e56fd6,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:53 PM
PHYS_c0ec96466136,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,,,,,,,,,,,D/A,07/21/23 01:53 PM
PHYS_0f7dbc32ada3,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:54 PM
PHYS_a181ee51a3bd,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,D/A,07/21/23 01:54 PM
PHYS_d96d1fbcd51c,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,D/A,07/21/23 01:55 PM
PHYS_1f0f25eeec49,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:55 PM
PHYS_20d06ace891d,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,D/A,07/21/23 01:55 PM
PHYS_d85b718fdd5d,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,D/A,07/21/23 01:55 PM
PHYS_0c7fca4357ff,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:55 PM
PHYS_63c6c95d0a19,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:56 PM
PHYS_4358aa6d482d,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:56 PM
PHYS_173bbc0bcea0,Medical Staff,PHYS_6c4cf737a3c6,PHYS_f481f8fb2a34,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/23 01:56 PM
PHYS_9886ce9b1b67,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,07/12/2023 01:33
PHYS_2b39351adae2,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:34
PHYS_90673957dd97,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:34
PHYS_1043138b4084,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:35
PHYS_8bcc25eda286,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:36
PHYS_82ab3ac2654c,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:36
PHYS_e687bc088709,Medical Staff,PHYS_3306019c743a,PHYS_d279ccfb0e3f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/12/2023 01:37
PHYS_0f6500b55151,Faculty Self-Evaluation,PHYS_0f6500b55151,PHYS_0f6500b55151,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,D/A,06/15/23 08:04 AM
PHYS_81a7aa72e7dc,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:37 PM
PHYS_ed3fe1ca099a,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:37 PM
PHYS_dc16685e7615,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,,,,,,,,,,,D/A,07/21/23 01:38 PM
PHYS_75f2f98bdf72,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:39 PM
PHYS_7936c3398396,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:39 PM
PHYS_9559b23f8d4b,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:39 PM
PHYS_cb0a8cb3e016,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,,,,,,,,,,,D/A,07/21/23 01:39 PM
PHYS_de3a95430804,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:40 PM
PHYS_188031344e32,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,D/A,07/21/23 01:40 PM
PHYS_05d7d01a4662,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:41 PM
PHYS_9ae8114ad5ec,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:41 PM
PHYS_3ed9f4f595ea,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:41 PM
PHYS_155ddef11442,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:42 PM
PHYS_f24b5ac4ffcc,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:42 PM
PHYS_474fe7a78d1e,Hospital Staff,PHYS_9df0bd7c9ac2,PHYS_439d3cb85ea3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/21/23 01:42 PM
PHYS_85c37beeac3a,Faculty Self-Evaluation,PHYS_85c37beeac3a,PHYS_85c37beeac3a,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,Na,07/24/23 08:57 PM
PHYS_2ab54f384310,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:37 AM
PHYS_9facd75e78af,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:38 AM
PHYS_890d65abe662,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:33 AM
PHYS_57b12d3fa561,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:34 AM
PHYS_3be61421ac27,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,D/A,06/25/23 09:35 AM
PHYS_e89c61e87d73,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,D/A,06/25/23 09:31 AM
PHYS_d980aca02559,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:35 AM
PHYS_0a63f66fcd2d,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:25 AM
PHYS_181ce205eac5,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:38 AM
PHYS_3092b5fd6b03,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:20 AM
PHYS_62f1bae5c53b,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,D/A,06/25/23 09:26 AM
PHYS_02c500d8cb86,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,,,,,,,,,,,D/A,08/01/2023 16:22
PHYS_53548c7a9704,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:39 AM
PHYS_0c6befa9bb8a,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,06/25/23 09:40 AM
PHYS_21f122001425,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:23 AM
PHYS_1b486a9e38a8,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:40 AM
PHYS_134fc473142b,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:27 AM
PHYS_8f05f1a538fb,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:28 AM
PHYS_f865b2d06c16,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/01/2023 16:25
PHYS_d8ccf1500bf7,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,D/A,06/25/23 09:29 AM
PHYS_0b154e62147a,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,06/25/23 09:37 AM
PHYS_614bab004c69,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,D/A,06/25/23 09:43 AM
PHYS_183de6ed35cf,Hospital Staff,PHYS_650d4be5bca8,PHYS_4a6af67563a1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/25/23 09:30 AM
PHYS_645df9a1917f,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:11
PHYS_14f9b9c484ab,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,D/A,07/10/2023 16:13
PHYS_d405cd7aa8ea,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:14
PHYS_b55c7f237e30,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:15
PHYS_d4c23ee697dc,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/10/2023 16:19
PHYS_2f693cd39f3a,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/10/2023 16:19
PHYS_727b93c1b6a7,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:20
PHYS_0c1628118176,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:21
PHYS_cba2ea3a0d88,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:21
PHYS_7d4639603244,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,D/A,07/10/2023 16:23
PHYS_bd9d261c765d,Hospital Staff,PHYS_66eda12e3a1a,PHYS_f4c6b5fc9826,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/10/2023 16:17
PHYS_fa6a74aacd93,Head of Division,PHYS_5a42763cd787,PHYS_5a42763cd787,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Dr Tanios has shown himself to be a great physician, nephrologist, patient&ndash;advocate and mentor&#x2F;educator.
He has wonderful beside manners, listens and help patients with all their needs, always conducts himelf in utmost professionalism.
A true pleasure to have Bassem as a member of the nephrology team
",06/25/23 01:51 PM
PHYS_5f752ce1a40c,Head of Division,PHYS_5a42763cd787,PHYS_5a42763cd787,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Dr Daouk is simply a great senior physician, patient&ndash;advocate and mentor. She takes it personally upon herself to assist patients in need of help, be it by advocating for them, supporting request for helping them or raising funds for the Kidney Patient fund from donors. We are all indebted to her efforts and consistent advocacy for all patients.
She is a wonderful mentor to fellows. She is highly liked and respected by her patients and by staff alike.
",06/25/23 01:55 PM
PHYS_a94e0cb739e1,Head of Division,PHYS_5a42763cd787,PHYS_5a42763cd787,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Dr Mallat is a very experienced senior nephrologist and internist, a true academician and role mode. He maintains a very busy practice, attending to all its needs and demands, and providing fisrt&ndash;rate medical care and service to patients. He is highly respected as a nephrologist, as a medical staff member, as a faculty member with seniority and simply as a trusted colleague. He participates and enriches all the activies of the Division and plays an active role in the educational mission of the Division. ",06/25/23 02:03 PM
PHYS_55de23dce1a6,Head of Division,PHYS_5a42763cd787,PHYS_5a42763cd787,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Dr Medawwar is a seasoned, highly experienced, senior nephrologist and internist. He maintains a busy high volume practice to which he devotes all necessary efforts, meeting needs of patients at all times. He is a wonderful physician, person and colleague who is highluy respected by patients and staff alike. He is always at the ready to help. He conducts himself in most professional manner. ",06/25/23 01:58 PM
PHYS_5a42763cd787,Faculty Self-Evaluation,PHYS_5a42763cd787,PHYS_5a42763cd787,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"I have providing renal care in the inpatient setting through consultations and as Admitting Physician, in the outpatient clinic at ACC, in the Mamdouha el&ndash;Sayed Bobst Hemodialysis Unit, maintaining an active busy regional practice. I have also been providing administrative support for the outpatient and inpatient dialysis program, CRRT, Peritoneal Dialysis, Hypertension lab among other services. This is in addition to coaching and mentoring of fellows, residents and students. I have also worked closely with Dr Daouk to administer the Patient Support funds and aid those in need.",06/25/23 03:13 PM
PHYS_3230e0ecc6b3,Medical Staff,PHYS_7eb4572e3747,PHYS_5fbfaffec734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/24/23 02:22 PM
PHYS_22e7165ee7c8,Medical Staff,PHYS_7eb4572e3747,PHYS_5fbfaffec734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/24/23 02:23 PM
PHYS_65af24a9759c,Medical Staff,PHYS_7eb4572e3747,PHYS_5fbfaffec734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/24/23 02:23 PM
PHYS_b86419b77493,Medical Staff,PHYS_7eb4572e3747,PHYS_5fbfaffec734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/24/23 02:23 PM
PHYS_87cc0360be48,Medical Staff,PHYS_7eb4572e3747,PHYS_5fbfaffec734,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/24/23 02:24 PM
PHYS_f5f4b850e183,Faculty Self-Evaluation,PHYS_f5f4b850e183,PHYS_ed77f36ba64c,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,None ,06/15/23 02:33 PM
PHYS_4e77fb1f767d,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,....,07/14/23 11:13 AM
PHYS_e28930872332,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,...,07/14/23 11:13 AM
PHYS_37dfdb6f29eb,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/14/23 11:14 AM
PHYS_50ac2c9535c2,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/14/23 11:15 AM
PHYS_6df779828f7b,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/14/23 11:15 AM
PHYS_a776330d6a32,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,D/A,07/14/23 11:16 AM
PHYS_f5f4b850e183,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/14/23 11:16 AM
PHYS_16ccc93f11c4,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,D/A,07/14/23 11:16 AM
PHYS_1fb96d137a2b,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/14/23 11:17 AM
PHYS_40b714e94a50,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,D/A,07/14/23 11:18 AM
PHYS_d83d142152e6,Medical Staff,PHYS_1d3ef169e373,PHYS_59756f5b4c63,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,D/A,07/14/23 11:18 AM
